"ACCID,N,6,0","DNO,N,6,0",description,food_color_background,variety,sample_statistic,"SPNNO,N,6,0",depiction,scientific_name,scientific_family,common_name,name,date_collected,alititude,longitude,latitude,pedigree,"SIDTYP,C,1","SIDID,C,40"
284160,123057,,fcc27c,Zimnica,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Zimnica",12/01/72,350,22.13306,41.67333,,V,Zimnica
284160,123057,,fcc27c,2399,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 2399",12/01/72,350,22.13306,41.67333,,C,2399
284161,123057,,fcc27c,Gradecka,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Gradecka",12/01/72,520,22.40556,41.375,,V,Gradecka
284161,123057,,fcc27c,2534,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 2534",12/01/72,520,22.40556,41.375,,C,2534
284162,123057,,fcc27c,Zimna,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Zimna",12/01/72,520,22.57806,41.83778,,V,Zimna
284162,123057,,fcc27c,2546,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 2546",12/01/72,520,22.57806,41.83778,,C,2546
284163,123057,,fcc27c,Koravka,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Koravka",12/01/72,340,22.73194,41.51472,,V,Koravka
284163,123057,,fcc27c,2590,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 2590",12/01/72,340,22.73194,41.51472,,C,2590
286178,123057,,fcc27c,Mm-1,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-1",,,,,,D,Mm-1
286179,123057,,fcc27c,Mm-3,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-3",,,,,,D,Mm-3
286180,123057,,fcc27c,Mm-4,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-4",,,,,,D,Mm-4
286182,123057,,fcc27c,Mm-6,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-6",,,,,,D,Mm-6
286183,123057,,fcc27c,Mm-7,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-7",,,,,,D,Mm-7
286184,123057,,fcc27c,Mm-8,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-8",,,,,,D,Mm-8
286185,123057,,fcc27c,Mm-9,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-9",,,,,,D,Mm-9
286186,123057,,fcc27c,Mm-12,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-12",,,,,,D,Mm-12
286187,123057,,fcc27c,Mm-13,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-13",,,,,,D,Mm-13
286189,123057,,fcc27c,Mm-15,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-15",,,,,,D,Mm-15
286191,123057,,fcc27c,Mm-17,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-17",,,,,,D,Mm-17
286192,123057,,fcc27c,Mm-19,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-19",,,,,,D,Mm-19
286193,123057,,fcc27c,Mm-21,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-21",,,,,,D,Mm-21
286194,123057,,fcc27c,Mm-23,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-23",,,,,,D,Mm-23
286195,123057,,fcc27c,Mm-24,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-24",,,,,,D,Mm-24
286196,123057,,fcc27c,Mm-25,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-25",,,,,,D,Mm-25
286198,123057,,fcc27c,Mm-37,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-37",,,,,,D,Mm-37
286199,123057,,fcc27c,Mm-38,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mm-38",,,,,,D,Mm-38
286200,123057,,fcc27c,Sm-1,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-1",,,,,,D,Sm-1
286201,123057,,fcc27c,Sm-2,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-2",,,,,,D,Sm-2
286202,123057,,fcc27c,Sm-3,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-3",,,,,,D,Sm-3
286203,123057,,fcc27c,Sm-4,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-4",,,,,,D,Sm-4
286205,123057,,fcc27c,Sm-6,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-6",,,,,,D,Sm-6
286206,123057,,fcc27c,Sm-7,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-7",,,,,,D,Sm-7
286207,123057,,fcc27c,Sm-8,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-8",,,,,,D,Sm-8
286208,123057,,fcc27c,Sm-9,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-9",,,,,,D,Sm-9
286209,123057,,fcc27c,Sm-10,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-10",,,,,,D,Sm-10
286210,123057,,fcc27c,Sm-11,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-11",,,,,,D,Sm-11
286211,123057,,fcc27c,Sm-12,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-12",,,,,,D,Sm-12
286212,123057,,fcc27c,Sm-13,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-13",,,,,,D,Sm-13
286213,123057,,fcc27c,Sm-14,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-14",,,,,,D,Sm-14
286214,123057,,fcc27c,Sm-15,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-15",,,,,,D,Sm-15
286215,123057,,fcc27c,Sm-16,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-16",,,,,,D,Sm-16
286216,123057,,fcc27c,Sm-18,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-18",,,,,,D,Sm-18
286217,123057,,fcc27c,Sm-19,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-19",,,,,,D,Sm-19
286219,123057,,fcc27c,Sm-21,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-21",,,,,,D,Sm-21
286220,123057,,fcc27c,Sm-22,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-22",,,,,,D,Sm-22
286221,123057,,fcc27c,Sm-23,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-23",,,,,,D,Sm-23
286222,123057,,fcc27c,Sm-24,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sm-24",,,,,,D,Sm-24
302353,123057,,fcc27c,2-C-2,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 2-C-2",11/01/70,,,,,D,2-C-2
302353,123057,,fcc27c,Maestro Autoctono,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Maestro Autoctono",11/01/70,,,,,U,Maestro Autoctono
302354,123057,,fcc27c,2-C-2.(14-1),Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 2-C-2.(14-1)",,,,,2-C-2.(14-1).,E,2-C-2.(14-1)
302355,123057,,fcc27c,3-B-1. 3-(-1),Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 3-B-1. 3-(-1)",,,,,3-B-1. 3-(-1).,E,3-B-1. 3-(-1)
302356,123057,,fcc27c,3-B-2,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 3-B-2",,,,,3-B-2,E,3-B-2
302357,123057,,fcc27c,3-B-2. 4-(2-1),Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 3-B-2. 4-(2-1)",,,,,3-B-2. 4-(2-1),E,3-B-2. 4-(2-1)
302358,123057,,fcc27c,3-B-3,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 3-B-3",,,,,3-B-3,E,3-B-3
302359,123057,,fcc27c,3-B-4.5-(11-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 3-B-4.5-(11-1).",,,,,3-B-4.5-(11-1).,E,3-B-4.5-(11-1).
302360,123057,,fcc27c,3-B-6,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 3-B-6",,,,,3-B-6.,E,3-B-6
302361,123057,,fcc27c,4-A-1. 125-(5-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 4-A-1. 125-(5-1).",,,,,4-A-1.125-(5-1).,E,4-A-1. 125-(5-1).
302362,123057,,fcc27c,4-A-1.125-(7-2).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 4-A-1.125-(7-2).",,,,,4-A-1. 125-(7-2).,E,4-A-1.125-(7-2).
302363,123057,,fcc27c,6-C-1,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 6-C-1",,,,,6-C-1,E,6-C-1
302364,123057,,fcc27c,6-C-2,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 6-C-2",,,,,6-C-2,E,6-C-2
302365,123057,,fcc27c,6-D-1. 102-(6-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 6-D-1. 102-(6-1).",,,,,6-D-1. 102-(6-1).,E,6-D-1. 102-(6-1).
302366,123057,,fcc27c,6-D-1. 102-(6-2).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 6-D-1. 102-(6-2).",,,,,6-D-1. 102-(6-2).,E,6-D-1. 102-(6-2).
302367,123057,,fcc27c,6-I-2. 8-(2-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 6-I-2. 8-(2-1).",,,,,6-I-2. 8-(2-1).,E,6-I-2. 8-(2-1).
302368,123057,,fcc27c,6-I-2. 8-(3-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 6-I-2. 8-(3-1).",,,,,6-I-2. 8-(3-1).,E,6-I-2. 8-(3-1).
302369,123057,,fcc27c,6-I-4. 17-(10-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 6-I-4. 17-(10-1).",,,,,6-I-4. 17-(10-1).,E,6-I-4. 17-(10-1).
302370,123057,,fcc27c,7-B-1. A-12-(6-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 7-B-1. A-12-(6-1).",,,,,7-B-1. A-12-(6-1).,E,7-B-1. A-12-(6-1).
302371,123057,,fcc27c,7-B-1. A-12-(7-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 7-B-1. A-12-(7-1).",,,,,7-B-1. A-12-(7-1).,E,7-B-1. A-12-(7-1).
302372,123057,,fcc27c,8-B-2. (7-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 8-B-2. (7-1).",,,,,8-B-2. (7-1).,E,8-B-2. (7-1).
302373,123057,,fcc27c,10-B-2. 27-(5-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 10-B-2. 27-(5-1).",,,,,10-B-2. 27-(5-1).,E,10-B-2. 27-(5-1).
302374,123057,,fcc27c,10-B-2. A-15-(7-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 10-B-2. A-15-(7-1).",,,,,10-B-2. A-15-(7-1).,E,10-B-2. A-15-(7-1).
302375,123057,,fcc27c,11-C-2. A-17-(11-2).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 11-C-2. A-17-(11-2).",,,,,11-C-2. A-17-(11-2).,E,11-C-2. A-17-(11-2).
302376,123057,,fcc27c,12-A-1. 33-(6-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 12-A-1. 33-(6-1).",,,,,12-A-1.33-(6-1).,E,12-A-1. 33-(6-1).
302377,123057,,fcc27c,13-D-4. A-25-(1-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 13-D-4. A-25-(1-1).",,,,,13-D-4. A-25-(1-1).,E,13-D-4. A-25-(1-1).
302378,123057,,fcc27c,13-D-4. A-25-(1-2).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 13-D-4. A-25-(1-2).",,,,,13-D-4. A-25-(1-2).,E,13-D-4. A-25-(1-2).
302379,123057,,fcc27c,13-F-2,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 13-F-2",,,,,13-F-2.,E,13-F-2
302380,123057,,fcc27c,13-F-2. 39-(2-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 13-F-2. 39-(2-1).",,,,,13-F-3. 39-(2-1).,E,13-F-2. 39-(2-1).
302381,123057,,fcc27c,13-F-3,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 13-F-3",,,,,13-F-3,E,13-F-3
302382,123057,,fcc27c,13-F-6,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 13-F-6",,,,,13-F-6,E,13-F-6
302383,123057,,fcc27c,14-A-1,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 14-A-1",,,,,14-A-1,E,14-A-1
302384,123057,,fcc27c,14-A-1. 41-(10-1),Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 14-A-1. 41-(10-1)",,,,,14-A-1. 41-(10-1).,E,14-A-1. 41-(10-1)
302385,123057,,fcc27c,14-A-2,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 14-A-2",,,,,14-A-2,E,14-A-2
302386,123057,,fcc27c,14-A-2. 42-(12-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 14-A-2. 42-(12-1).",,,,,14-A-2. 42-(12-1).,E,14-A-2. 42-(12-1).
302387,123057,,fcc27c,14-B-2,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 14-B-2",,,,,14-B-2,E,14-B-2
302388,123057,,fcc27c,14-B-2. 108-(4-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 14-B-2. 108-(4-1).",,,,,14-B-2. 108-(4-1).,E,14-B-2. 108-(4-1).
302389,123057,,fcc27c,14-B-2. 108-(4-2).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 14-B-2. 108-(4-2).",,,,,14-B-2. 108-(4-2).,E,14-B-2. 108-(4-2).
302390,123057,,fcc27c,14-C-1,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 14-C-1",,,,,14-C-1,E,14-C-1
302391,123057,,fcc27c,14-C-1. 33-(5-2).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 14-C-1. 33-(5-2).",,,,,14-C-1. 33-(5-2).,E,14-C-1. 33-(5-2).
302392,123057,,fcc27c,16-A-3. (12-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 16-A-3. (12-1).",,,,,16-A-3. (12-1).,E,16-A-3. (12-1).
302393,123057,,fcc27c,16-B-1,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 16-B-1",,,,,16-B-1,E,16-B-1
302394,123057,,fcc27c,16-B-1. 47-(4-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 16-B-1. 47-(4-1).",,,,,16-B-1. 47-(4-1).,E,16-B-1. 47-(4-1).
302395,123057,,fcc27c,16-D-1,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 16-D-1",,,,,16-D-1,E,16-D-1
302396,123057,,fcc27c,17-C-1,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 17-C-1",,,,,17-C-1,E,17-C-1
302397,123057,,fcc27c,17-C-1. 53-(10-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 17-C-1. 53-(10-1).",,,,,17-C-1. 53-(10-1).,E,17-C-1. 53-(10-1).
302398,123057,,fcc27c,18-D-1. 56-(6-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 18-D-1. 56-(6-1).",,,,,18-D-1. 56-(6-1).,E,18-D-1. 56-(6-1).
302399,123057,,fcc27c,18-D-2. 44-(2-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 18-D-2. 44-(2-1).",,,,,18-D-2. 44-(2-1).,E,18-D-2. 44-(2-1).
302400,123057,,fcc27c,18-D-2. 44-(3-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 18-D-2. 44-(3-1).",,,,,18-D-2. 44-(3-1).,E,18-D-2. 44-(3-1).
302401,123057,,fcc27c,18-D-3. 57-(7-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 18-D-3. 57-(7-1).",,,,,18-D-3. 57-(7-1).,E,18-D-3. 57-(7-1).
302402,123057,,fcc27c,18-D-5. A-41-(7-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 18-D-5. A-41-(7-1).",,,,,18-D-5. A-41-(7-1).,E,18-D-5. A-41-(7-1).
302403,123057,,fcc27c,19-C-1,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 19-C-1",,,,,19-C-1,E,19-C-1
302404,123057,,fcc27c,21-A-2. A-45-(2-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 21-A-2. A-45-(2-1).",,,,,21-A-2. A-45-(2-1).,E,21-A-2. A-45-(2-1).
302405,123057,,fcc27c,21-A-2. A-45-(2-2).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 21-A-2. A-45-(2-2).",,,,,21-A-2. A-45-(2-2).,E,21-A-2. A-45-(2-2).
302406,123057,,fcc27c,22-B-3. (14-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 22-B-3. (14-1).",,,,,22-B-3. (14-1).,E,22-B-3. (14-1).
302407,123057,,fcc27c,22-B-4. (9-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 22-B-4. (9-1).",,,,,22-B-4. (9-1).,E,22-B-4. (9-1).
302408,123057,,fcc27c,23-A-1. 91-(3-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 23-A-1. 91-(3-1).",,,,,23-A-1. 91-(3-1).,E,23-A-1. 91-(3-1).
302409,123057,,fcc27c,23-C-1. 84-(4-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 23-C-1. 84-(4-1).",,,,,23-C-1. 84-(4-1).,E,23-C-1. 84-(4-1).
302410,123057,,fcc27c,23-D-2. 64-(4-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 23-D-2. 64-(4-1).",,,,,23-D-2. 64-(4-1).,E,23-D-2. 64-(4-1).
302411,123057,,fcc27c,23-D-2. 64-(6-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 23-D-2. 64-(6-1).",,,,,23-D-2. 64-(6-1).,E,23-D-2. 64-(6-1).
302412,123057,,fcc27c,25-A-1,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 25-A-1",,,,,25-A-1,E,25-A-1
302413,123057,,fcc27c,25-A-1. (14-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 25-A-1. (14-1).",,,,,25-A-1. (14-1).,E,25-A-1. (14-1).
302414,123057,,fcc27c,26-A-2. 173-(2-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 26-A-2. 173-(2-1).",,,,,26-A-2. 173-(2-1).,E,26-A-2. 173-(2-1).
302415,123057,,fcc27c,27-A-3. 159-(15-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 27-A-3. 159-(15-1).",,,,,27-A-3. 159-(15-1).,E,27-A-3. 159-(15-1).
302416,123057,,fcc27c,27-A-4. 67-(2-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 27-A-4. 67-(2-1).",,,,,27-A-3. 67-(2-1).,E,27-A-4. 67-(2-1).
302417,123057,,fcc27c,27-A-5. (13-2).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 27-A-5. (13-2).",,,,,27-A-5. (13-2).,E,27-A-5. (13-2).
302418,123057,,fcc27c,29-A-12. 69-(4-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 29-A-12. 69-(4-1).",,,,,29-A-12. 69-(4-1).,E,29-A-12. 69-(4-1).
302419,123057,,fcc27c,29-A-3. 70-(4-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 29-A-3. 70-(4-1).",,,,,29-A-3. 70-(4-1).,E,29-A-3. 70-(4-1).
302420,123057,,fcc27c,29-C-1. 73-(8-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 29-C-1. 73-(8-1).",,,,,29-C-1. 73-(8-1).,E,29-C-1. 73-(8-1).
302421,123057,,fcc27c,29-D-1. 75-(3-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 29-D-1. 75-(3-1).",,,,,29-D-1. 75-(3-1).,E,29-D-1. 75-(3-1).
302422,123057,,fcc27c,30-B-3. 80-(5-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 30-B-3. 80-(5-1).",,,,,30-B-3. 80-(5-1).,E,30-B-3. 80-(5-1).
302423,123057,,fcc27c,31-A-1. 87-(6-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 31-A-1. 87-(6-1).",,,,,31-A-1. 87-(6-1).,E,31-A-1. 87-(6-1).
302424,123057,,fcc27c,31-A-1. 87-(6-2).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 31-A-1. 87-(6-2).",,,,,31-A-1. 87-(6-2).,E,31-A-1. 87-(6-2).
302425,123057,,fcc27c,32-B-1,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 32-B-1",,,,,32-B-1,E,32-B-1
302426,123057,,fcc27c,32-B-1. 81-(3-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 32-B-1. 81-(3-1).",,,,,32-B-1. 81-(3-1).,E,32-B-1. 81-(3-1).
302427,123057,,fcc27c,37-C-1. 110-(1-2).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 37-C-1. 110-(1-2).",,,,,37-C-1. 110-(1-2).,E,37-C-1. 110-(1-2).
302428,123057,,fcc27c,37-E-1. (14-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 37-E-1. (14-1).",,,,,37-E-1. (14-1).,E,37-E-1. (14-1).
302429,123057,,fcc27c,39-C-1. 87-(9-1).,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 39-C-1. 87-(9-1).",,,,,39-C-1. 87-(9-1).,E,39-C-1. 87-(9-1).
